epoch,10,11,12,13___Tail,1___Head,2,3,4,5,6,7___Midpoint,8,9,loss,lr,ohkm,val_10,val_11,val_12,val_13___Tail,val_1___Head,val_2,val_3,val_4,val_5,val_6,val_7___Midpoint,val_8,val_9,val_loss,val_ohkm
29,0.0007364116609096527,0.0007617359515279531,0.0007977687637321651,0.00088752422016114,0.0009077996364794672,0.0008025611750781536,0.0007650216575711966,0.0007232464267872274,0.0006880649598315358,0.0006510303355753422,0.0005373881431296468,0.0006638995255343616,0.0007117556524462998,0.004951514769345522,1e-04,0.004210423678159714,0.0008200040319934487,0.0008637787541374564,0.000886773515958339,0.000974239141214639,0.0010104554239660501,0.0008918765815906227,0.0008541657589375973,0.0008369783172383904,0.0007811940158717334,0.0007044206140562892,0.0006177898030728102,0.0007185017457231879,0.0007975973421707749,0.005510140210390091,0.004682618658989668
30,0.0007626714068464935,0.0007921498036012053,0.0008244884666055441,0.0009142626076936722,0.000918877893127501,0.0008235301356762648,0.000785200041718781,0.0007408678065985441,0.0007057262118905783,0.0006565454532392323,0.0005385184194892645,0.000672597496304661,0.0007276447722688317,0.005062864162027836,1e-04,0.004304167814552784,0.0008120884303934872,0.0008784436504356563,0.0008914026548154652,0.0010020126355811954,0.0010090237483382225,0.0008685305947437882,0.0008284739451482892,0.0007843714556656778,0.0007386836223304272,0.0006670638103969395,0.0005918342503719032,0.00067484489409253,0.0007462241337634623,0.005428011994808912,0.00462085846811533
31,0.0007482317741960287,0.0007792367832735181,0.0008104537846520543,0.0009035132825374603,0.0009015672258101404,0.0007919437484815717,0.0007594525814056396,0.0007232333300635219,0.000683724123518914,0.0006333468481898308,0.0005280193872749805,0.0006537843146361411,0.0007060138741508126,0.004954147152602673,1e-04,0.00421395106241107,0.0007227465976029634,0.0007910287822596729,0.0008113362127915025,0.0009123036870732903,0.000950149551499635,0.0008303116192109883,0.0008181192679330707,0.0007661714917048812,0.0006898866849951446,0.0006216311012394726,0.0005366682889871299,0.0006241846713237464,0.0006936719291843474,0.005059750284999609,0.0043083494529128075
32,0.0007582016987726092,0.0007895146845839918,0.0008185300976037979,0.0009042927995324135,0.0009243307285942137,0.0008274938445538282,0.0007969081052578986,0.0007502026273868978,0.0007077397312968969,0.0006555877043865621,0.0005369773716665804,0.0006765484577044845,0.0007244149455800653,0.005063244607299566,1e-04,0.004303956404328346,0.0008174438844434917,0.0008680056198500097,0.0008923658169806004,0.0009905574843287468,0.000967955740634352,0.000840664841234684,0.0008329509873874485,0.0008193969842977822,0.0007579950615763664,0.0006923353066667914,0.0005899443058297038,0.0007015831070020795,0.000765576958656311,0.005425633396953344,0.0046151126734912395
33,0.0007256078533828259,0.0007479859050363302,0.0007796128047630191,0.0008782310178503394,0.0008817542111501098,0.0007725669420324266,0.0007379201706498861,0.000699503580108285,0.0006637988844886422,0.0006154555594548583,0.0005090360064059496,0.0006345752044580877,0.0006886621122248471,0.0048074363730847836,1e-04,0.004089384339749813,0.0008302301284857094,0.0009021458681672812,0.0009163914946839213,0.0009827142348513007,0.0009920166339725256,0.0008702132618054748,0.000863650580868125,0.0008571001817472279,0.0008100446430034935,0.0007096731569617987,0.0005777642945758998,0.0006889849901199341,0.0007850065594539046,0.0055718556977808475,0.004742167890071869
34,0.0007434475119225681,0.0007671788916923106,0.0008020237437449396,0.0008944054134190083,0.0008963725995272398,0.0008015523198992014,0.0007698399131186306,0.0007282592705450952,0.0006898308638483286,0.0006365012959577143,0.0005118830013088882,0.0006490940577350557,0.0007085477700456977,0.0049281008541584015,1e-04,0.004189723636955023,0.0007922332151792943,0.0008342333603650331,0.0008708694367669523,0.0009675827459432185,0.0009504100307822227,0.0008447974687442183,0.0008004327537491918,0.0007774029509164393,0.000720214273314923,0.0006622422370128334,0.0005846653948538005,0.0006861213478259742,0.0007381218601949513,0.005270387511700392,0.0044835153967142105
35,0.0007366982172243297,0.0007583568221889436,0.0007940024370327592,0.000887991045601666,0.0008858520304784179,0.0007789534865878522,0.0007525999681092799,0.0007078266935423017,0.000676163355819881,0.0006281955866143107,0.0005163949681445956,0.0006452746456488967,0.0007044414523988962,0.004866010509431362,1e-04,0.00413733534514904,0.000785868032835424,0.0008244446362368762,0.000840960827190429,0.0009345830185338855,0.0009402852738276124,0.000821673427708447,0.0007959534414112568,0.0007866295054554939,0.0007238141261041164,0.0006462847231887281,0.0005256436415947974,0.0006521042669191957,0.0007508115959353745,0.005171213764697313,0.004399748053401709
36,0.0007255706586875021,0.0007545420085079968,0.0007900696364231408,0.0008803172968327999,0.0008864699047990143,0.0007943391683511436,0.0007626392180100083,0.0007133031031116843,0.0006768433377146721,0.0006227989797480404,0.0005101420683786273,0.0006393241928890347,0.0006948311929591,0.0048624128103256226,1e-04,0.004135399125516415,0.0007783050532452762,0.0008246097131632268,0.0008337272447533906,0.0009154115105047822,0.0009338872623629868,0.0007895301678217947,0.000756874680519104,0.0007348081562668085,0.0007125376141630113,0.000656223448459059,0.0005536808748729527,0.0006375863449648023,0.0007451961864717305,0.005113237537443638,0.004353824537247419
37,0.00066694978158921,0.0006933139520697296,0.0007315965485759079,0.0008260880131274462,0.0008253324194811285,0.0007211971096694469,0.0006931700627319515,0.0006523741758428514,0.0006214027525857091,0.0005729707190766931,0.00046964106149971485,0.000591874064411968,0.0006386950262822211,0.004485173150897026,5e-05,0.003815591102465987,0.0008148732013069093,0.0008686803630553186,0.0008780526695773005,0.0009787778835743666,0.0009435741230845451,0.000851911841891706,0.0008394489414058626,0.0008160745492205024,0.0007681621937081218,0.0006934815319254994,0.0006144213839434087,0.0007200227701105177,0.0007736364495940506,0.005412850994616747,0.004600457847118378
38,0.0006909170770086348,0.0007147358846850693,0.0007472115685231984,0.0008408949943259358,0.000827427429612726,0.0007392571424134076,0.0007119736983440816,0.0006693383329547942,0.0006372567731887102,0.0005952548235654831,0.0004953056923113763,0.0006122050108388066,0.0006555528379976749,0.004591666627675295,5e-05,0.003904180135577917,0.0007152441539801657,0.0007854343275539577,0.0008056446677073836,0.0008876171777956188,0.0009242805535905063,0.0007955491309985518,0.0007793023250997066,0.0007326889899559319,0.0006821075803600252,0.0006431692745536566,0.0005700452020391822,0.0006457223207689822,0.0006718155345879495,0.005020195618271828,0.004278763197362423
39,0.0006790427723899484,0.0007052593282423913,0.0007363026379607618,0.0008264231728389859,0.0008364207460545003,0.0007439744076691568,0.0007143141701817513,0.0006673193420283496,0.000631492817774415,0.0005871058092452586,0.0004731400404125452,0.0005967502947896719,0.0006463645258918405,0.004557070322334766,5e-05,0.003876770380884409,0.0007491724682040513,0.0007912318687886,0.0007929573766887188,0.0008769313571974635,0.0008517185342498124,0.0007360666058957577,0.0007298208656720817,0.0007032791618257761,0.000668867607600987,0.000603771535679698,0.0005118909175507724,0.0006324177957139909,0.0006943866028450429,0.004826761782169342,0.004108106717467308
40,0.0006828692858107388,0.0006993179558776319,0.0007277688127942383,0.0008144049206748605,0.0008227798389270902,0.0007299805874936283,0.0007061263313516974,0.0006652523297816515,0.0006253407918848097,0.0005823642131872475,0.0004751460801344365,0.0005929064936935902,0.0006440385477617383,0.004498708993196487,5e-05,0.003824224229902029,0.0007352563552558422,0.0007945173420011997,0.0008130447822622955,0.0008742501377128065,0.0008739196346141398,0.0007687094039283693,0.0007582218386232853,0.0007427072268910706,0.0006894248072057962,0.0006192469736561179,0.0005348684499040246,0.0006256509223021567,0.0006808382458984852,0.004902585409581661,0.004170996602624655
41,0.0006822018185630441,0.0007068518316373229,0.0007405586657114327,0.0008306159870699048,0.0008283716742880642,0.0007356729474849999,0.0007039568736217916,0.0006675742915831506,0.0006309511954896152,0.0005829203873872757,0.00046913555706851184,0.000592531228903681,0.0006450325017794967,0.00454069534316659,5e-05,0.003862511832267046,0.0007908528205007315,0.0008632158860564232,0.000891955744009465,0.0009475997649133205,0.0009473070385865867,0.0008519224938936532,0.0008170604705810547,0.000783490133471787,0.0007477504550479352,0.0006750829052180052,0.0005641020252369344,0.000669962028041482,0.0007427262025885284,0.005312368739396334,0.004520596470683813
42,0.0006285024574026465,0.0006593575817532837,0.00069330696715042,0.000785913725849241,0.000781639595516026,0.0006912305834703147,0.0006612893776036799,0.0006224682438187301,0.0005906670703552663,0.0005485957372002304,0.0004422245838213712,0.0005595931434072554,0.0005980624118819833,0.004249517805874348,5e-05,0.0036139138974249363,0.0007458959007635713,0.0007970849983394146,0.0008323014480993152,0.0009153427672572434,0.0009173706057481468,0.000797730521298945,0.0007739376160316169,0.0007383038755506277,0.0006864239694550633,0.000608052418101579,0.0004953001043759286,0.0006386631284840405,0.0006897763814777136,0.004997500218451023,0.004256254993379116
43,0.0006643036031164229,0.0006871328805573285,0.0007187413866631687,0.0008165038307197392,0.000809615885373205,0.0007197403465397656,0.0006935861892998219,0.0006520960596390069,0.0006167188403196633,0.0005692371632903814,0.00045898035750724375,0.0005786247784271836,0.000632154755294323,0.0044280472211539745,5e-05,0.003765166038647294,0.0007077711052261293,0.000772305706050247,0.000795096333604306,0.0008872327744029462,0.0009105316712521017,0.0007929621497169137,0.0007783969631418586,0.0007517861668020487,0.0006957226432859898,0.0006304937996901572,0.0005395904881879687,0.0006122770137153566,0.0006733362097293139,0.0049544270150363445,0.0042200032621622086
44,0.0006565728108398616,0.0006768047460354865,0.000706026388797909,0.0007926617981866002,0.0007896999595686793,0.0006972566479817033,0.0006683230749331415,0.0006306541035883129,0.0005997000844217837,0.0005563799059018493,0.00044929925934411585,0.0005743891815654933,0.0006233513122424483,0.00432802876457572,5e-05,0.00368024711497128,0.0007097554625943303,0.0007615882204845548,0.0007862905622459948,0.0008794325985945761,0.0008903006091713905,0.0007779898005537689,0.0007700217538513243,0.0007509248680435121,0.0006928875227458775,0.0006137794116511941,0.000529190176166594,0.0006030644290149212,0.0006667267880402505,0.0048886374570429325,0.004163102712482214
